scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/01088/img000.png,1071.5116543983627,497.26512530721936,1078.0267721173109,537.6588551646998,1082.3701839299433,558.0728906840718,1086.2792545613124,588.9111145537613,1089.7539840114182,620.1836796047141,1094.5317370053137,648.8501975680874,1098.8751488179462,679.2540802565137
labeled-data/01088/img007.png,1071.4306579323652,496.57226948002517,1078.6413746859682,538.4845606103434,1082.2467330627699,559.2153712769524,1086.3027612366716,589.8609174797658,1090.3587894105733,619.6051240883787,1093.964147787375,647.5466515085909,1098.921515555477,678.6428675085044
labeled-data/01088/img010.png,1071.6371038881148,497.55224768809643,1077.6231744539455,538.5338077157078,1081.7673771533669,559.2548212128146,1085.4511128861857,590.566574941776,1089.5953155856073,620.036460804328,1093.7395182850287,648.5854127336753,1098.3441879510524,678.0552985962272
labeled-data/01088/img013.png,1072.2088797631545,497.631800704454,1078.74032609794,537.6369095050148,1081.1896184734844,558.8641100930676,1086.4964186204977,591.5213417669949,1089.7621417878904,620.0964194816812,1093.8442957471314,646.2222048208229,1098.7428804982205,674.7972825355093
labeled-data/01088/img014.png,1072.0508252932987,497.3360568144149,1078.5169571647366,536.9949989592321,1081.5344853714075,557.2555454897366,1086.2763154104618,587.8619030145413,1090.1559945333242,616.7439587069625,1093.604598198091,645.6260143993838,1098.3464282371453,676.2323719241884
labeled-data/01088/img025.png,1054.066948277434,577.0741743612296,1071.7410420593635,538.24472590093,1085.1305070456738,523.784103715715,1113.516172816651,533.156729206132,1110.570490519663,562.0779735765622,1096.3776576341745,586.7145891513729,1081.3814568495068,611.3512047261836
labeled-data/01088/img026.png,1054.2453384054527,582.8806301528539,1071.403447926934,542.5228232502145,1082.0366425599648,528.0230123869908,1110.7946007720252,525.6063772431202,1118.0445062036372,552.672690854471,1102.5780412828651,578.0473598651126,1084.4532777038353,603.9053559045282
labeled-data/01088/img028.png,1041.2985585230986,587.2283527200672,1068.8808563948974,554.9368820408879,1079.3083104683824,537.4456687563325,1105.2087609089742,518.2726080405697,1130.1001028908415,533.0728654351933,1120.6817572760808,562.0006412519583,1100.4995881015939,585.5465052888599
