scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/01078/img000.png,1037.6182583310515,452.8625243183739,1029.4539504125696,419.79707724852256,1024.5553656614804,403.06024601563485,1018.023919326695,380.60839923980984,1010.6760422000614,356.9319062762126,1004.5528112612001,331.62255172891895,998.0213649264145,307.9460587653217
labeled-data/01078/img009.png,1037.8614795953895,452.8625243183739,1029.6971716769076,420.2052926444467,1023.9821561339704,402.65203061971073,1017.0424944032608,379.7919684479617,1010.9192634643995,357.3401216721366,1004.3878171296141,334.48005950038754,997.0399400029803,308.3542741612457
labeled-data/01078/img013.png,1038.8075726598756,452.1633983026985,1030.0195116164218,419.3036917923929,1023.1418986258927,400.58130087373036,1017.0284648565336,379.5663722915581,1010.5329414765894,357.02308526704627,1004.8015973178151,334.09770863194916,1000.2165219907957,310.0260631650974
labeled-data/01078/img020.png,1008.9242233842697,445.9820374914575,1033.3844899080411,419.7746090731308,1040.0237051073507,402.6524225064908,1027.4441394665541,380.6381826350964,1014.165709067935,362.81713131063424,1002.2850081849602,343.2489180916171,993.5491987121849,320.88524584131164
labeled-data/01078/img026.png,1005.9974398272512,381.53403581437567,1017.8128262468782,415.01096400331846,1035.5359058763186,423.54429863971563,1050.8521475313905,415.22976745553376,1052.602575149113,392.4742084251412,1031.3786402842277,378.0331805789307,1006.6538501838972,362.0605285672128
labeled-data/01078/img027.png,1009.940604608488,376.93485256327307,1016.6222742089735,410.545675402079,1032.617786282863,422.4916907484016,1051.8528957388062,415.202596638781,1054.080118938968,393.33531430991934,1034.4400598102682,379.7695002725699,1012.3703026450282,367.621010089869
labeled-data/01078/img028.png,1008.4995422121356,371.70825857725106,1016.1576630396715,403.6535626006867,1028.6294598159443,422.03305258677295,1049.6345912286145,420.06382151683516,1060.57476383938,404.52877640954796,1046.7901463498154,386.5868933278923,1024.909801128284,374.1150965516195
labeled-data/01078/img031.png,992.9177907321084,364.48918157233936,1018.0475305051955,389.88344492198524,1026.5122849550773,407.60652455142554,1040.5320345126943,429.03293425268924,1062.4874913670756,429.29745782924806,1070.9522458169577,409.9872367404548,1056.1389255296642,385.91559127360307
