scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/01066/img000.png,512.1456776179325,100.21366934532372,487.06492369235633,132.8186494485727,476.19659699127334,149.53915206562348,460.31211950507515,172.111830598642,444.0096294534506,195.52053426251305,425.61707657469486,221.01930075351544,408.896573957644,245.68204211366532
labeled-data/01066/img009.png,512.095156880533,99.20051138987188,488.38600668526175,131.53117074705983,475.8129724907998,149.85187771613303,459.64764281220585,171.7648801693382,442.4046244883722,195.83325991302257,425.88006526136496,219.54241010829378,408.9962764859446,243.61078985197815
labeled-data/01066/img012.png,512.7025291380972,100.267227205269,487.01435070338607,131.9120846973045,475.8455774709029,150.15441431036027,460.20929494542656,170.63049856991265,443.45613509670187,194.08492235812722,426.7029752479772,218.65622346959006,409.57752295816977,243.5998170221357
labeled-data/01066/img018.png,515.9555355794762,108.39508965320263,489.38234616640165,130.59547574513837,472.56387185432914,147.07758057096947,459.10909240467106,166.25064128673216,445.9906824412544,189.46013583739227,433.5450114503208,213.00599987429385,419.4174930281799,235.8791249387125
labeled-data/01066/img019.png,519.8208193946169,115.96660350233944,487.07214747200265,131.27304798790914,470.3418476854497,143.01985422102078,455.03540319988,165.80153903675244,443.64456079201415,191.43093445445052,431.18582690841095,218.4841851731319,418.015165374316,244.46954441607582
labeled-data/01066/img026.png,473.1868836601421,182.65097240445186,489.0582982536707,148.26290745180643,486.94210964120026,127.10102132710156,462.60594059778964,118.90079045377843,449.3797617698491,141.12077088471852,449.6442853464079,168.63122284683487,452.02499753543725,201.43214634012742
labeled-data/01066/img029.png,453.3613151269185,191.54301407355547,476.8745219321461,159.80018488649813,486.8676348243679,140.6957043572507,482.1649934633223,116.300752296827,457.4761263178333,115.12509195656563,447.18909834054625,139.22612893192394,449.2465039360036,166.85414692806643
labeled-data/01066/img031.png,454.7448289496148,202.22571706980386,469.8226728134671,167.3086049640408,479.08099799302545,147.46933672212998,489.3974174788191,119.95888476001366,474.3195736149669,101.70675797745568,451.0414988777915,113.0812717694846,444.4284094638212,142.1788651909538
