scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/01059/img001.png,461.7608792109329,557.635283779641,432.36937070439836,535.1017939246311,416.3673271841741,523.9983351554959,393.1806926956857,509.9557255357072,367.38147967328314,496.2396882326577,344.5214175015341,483.17679556308684,318.069059845653,467.50132435960177
labeled-data/01059/img008.png,462.003146884106,557.4486150433929,432.3177232925061,536.0091424494597,415.1661452173595,522.8156208531931,393.0669965436129,509.29226121701976,368.98881963042635,496.0987396207532,344.2509666374264,482.90521802448654,317.2042473650799,467.40283014887325
labeled-data/01059/img014.png,456.50357109852155,560.58410117087,433.473691322068,533.060586316084,417.7459685479047,522.6690551974405,395.83949754103423,511.1541153092137,371.9670611873934,498.234914459008,347.81377264135676,484.47315703161513,321.69451874854974,467.62202548786865
labeled-data/01059/img016.png,452.3466875960413,561.5119584371896,433.92147748561155,533.874143271545,416.09062899164724,520.5010069010718,394.9907916071229,508.31659376352957,371.5135077567366,494.34909577659084,348.03622390635024,481.86750183081585,322.7758552065675,469.98026950150637
labeled-data/01059/img017.png,449.06897595890104,561.7184827702956,432.90364628030704,536.7357005397413,417.9139769419744,519.9825406910165,398.5155813276616,507.9320222033374,377.9415253730874,494.9997584604622,355.3100638230557,483.24315505784836,331.79685701782813,472.0743818253652
labeled-data/01059/img026.png,468.8847277282835,559.8290659745688,437.2725274679219,548.0463367866158,421.17904369901055,529.65378390786,409.3963145110576,512.4107655840264,400.48742171041033,490.85699267923445,387.55515796753497,470.1653706906341,363.1275486754374,457.23310694775887
labeled-data/01059/img029.png,483.9877405205867,528.6945756991333,456.78426653620534,551.1790797066324,437.3532136902186,555.6204632142865,413.75836380580614,547.0152826682066,398.2135215290167,524.5307786607076,395.1600703675045,497.04971820709784,386.83247629065306,464.29451483814887
labeled-data/01059/img030.png,483.3441154701411,519.7181477433844,463.74977646578475,543.7538702553949,444.6779531682112,556.5555050715743,416.7233628553294,556.0329893647914,398.4353131179302,540.3575181613064,395.56147673062463,511.61915428825057,395.0389610238418,478.70066476093183
