scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/01062/img005.png,840.1268469259574,756.981949250408,838.8140262126655,717.5973278516517,837.9388124038041,696.5921964389818,837.063598594943,665.959713128838,835.3131709772204,640.1409057674311,834.4379571683592,612.1340638838711,834.0003502639286,584.1272220003111
labeled-data/01062/img019.png,822.0993921001465,751.3345994914991,842.6734480547207,722.5309211550954,847.6112214838184,702.3683463196127,842.2619669356291,676.4450358168492,834.8553067919825,652.9906120286346,829.0945711247018,625.0098959304137,827.8601277674272,595.7947364749183
labeled-data/01062/img021.png,807.4333395990867,733.0329643457234,839.9599423463183,725.9790023041551,856.0273003298905,715.0061724617156,856.0273003298905,687.1822110755295,841.9193762467539,663.6690042703018,828.2033389437045,638.1963635646387,819.1899430017006,609.9805153983655
labeled-data/01062/img022.png,803.3381260128994,714.3518521678969,837.5498419145056,726.0725326156694,855.6060253070199,721.9544557015872,864.1589542824215,697.2459942170938,848.953747215041,672.5375327326004,832.1646644114749,649.7297221315297,818.860108227517,620.9031837329541
labeled-data/01062/img023.png,806.950159527855,697.0484832799298,829.7285786204193,721.0417513907641,853.4181344766862,726.8122842275471,867.6926104413599,704.3375773895503,854.3292712403887,680.6480215332836,837.3213849846074,659.6918759681242,821.2246354925287,634.7874710935873
labeled-data/01062/img025.png,818.2126263580108,674.8539754896954,827.5134059387452,710.6038470031435,840.592627224153,728.6241074408166,866.1697710711728,724.8456657361431,868.2043166044587,699.8498206129193,851.0560042524794,680.3763133657565,831.8731463672144,658.57761122341
labeled-data/01062/img026.png,821.3039305167562,668.4485860691714,828.5962903495441,704.6589245492219,834.8828074467751,724.7757792603611,860.5317972034776,732.8225211448167,871.8475279784934,709.9395989108959,857.2628083129175,686.8052159930858,835.3857288145537,665.1795971786112
labeled-data/01062/img034.png,771.7977716622206,661.4655555347988,803.8018587026693,655.5872538334918,822.7430530735471,660.485838584581,840.7045304942071,682.0396114893729,841.0311028109465,711.1045476791681,834.499656476161,737.5569053350494,840.7045304942071,769.560992375498
