scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/01035/img004.png,464.57036452322507,288.7227059127812,442.791256719883,319.6719643701621,432.09274762350435,334.57345918297506,418.7196112530312,356.3525669863172,401.90766838729337,381.5704812849238,387.38826318506534,404.4958579200208,369.04796187698776,433.15257871389196
labeled-data/01035/img007.png,464.8530128633629,287.9701526660871,443.6258122753102,317.2636894775999,432.5876679695227,334.6699939598031,416.45499552260264,357.17082658313893,401.59595511096575,382.64346728880224,385.8878266758067,408.1161079944655,369.3306102171256,433.5887487001288
labeled-data/01035/img012.png,463.28650097725847,287.7209126739517,444.1330346005002,319.26779847096543,432.86628967299526,335.4167995337225,417.4684049387385,356.44805673173164,402.0705202044819,380.85933740799226,386.6726354702251,405.2706180842529,370.14807624321793,431.9352477460145
labeled-data/01035/img013.png,464.35648578154616,288.46014177012273,442.89415312544116,318.83136722687505,431.5555622882536,335.83925348265643,416.57242439625577,359.3263345025449,401.5892865042579,381.5985665041632,386.20119893950346,406.30049654232187,370.00321202923544,431.40737625323715
labeled-data/01035/img018.png,461.4631824184395,287.52287922108104,442.6852742059314,319.8208813465951,432.92076193542715,336.7209987378525,416.7717608726701,358.50337226436193,400.9983179741633,380.6613039551216,386.3515495684069,405.82370095988256,372.45589749115084,430.2349816361432
labeled-data/01035/img021.png,428.5655935193924,288.24577970141513,447.31737594656147,319.28321268431563,449.9038286951365,339.97483467291596,430.8287396743956,359.04992369365686,411.10703746651086,373.2754138108196,390.7387220714824,389.7640500829855,371.6636330507415,410.4556720715858
labeled-data/01035/img030.png,380.8843730223663,352.30764227118453,412.97990031150204,341.19765205571446,430.05636675379856,330.2934023997902,449.3959793510984,316.92026602931696,470.38151642476396,326.5900723279668,470.99873810340125,347.78134996117825,455.1567150183791,367.7381842371152
labeled-data/01035/img032.png,367.7751985240672,333.9149587635019,395.07664420347044,346.32470679959425,415.18043602194007,342.3535874280447,434.0432530368004,326.4691099418465,453.15426501238267,313.3147770235886,477.22917620240185,317.5340913558601,480.45571069178584,341.85719750660104
